FundataKey|Date|NAVPS|MER|TotalAssets|DividendIncome|CapitalGains|ReturnOfCapital|DistributionTotal|SplitFactor|DistributionFrequency
74912|08/31/2020|10.4126||||||0.048||Monthly
74914|08/31/2020|10.4539||||||0.048||Monthly
74915|08/31/2020|9.4565||||||0.043||No Distribution
74916|08/31/2020|9.4832||||||0.043||Monthly
74917|08/31/2020|52.545||||||||Annual
74918|08/31/2020|46.057||||||||Annual
74919|08/31/2020|37.464||||||0.13||Monthly
74931|08/25/2020|10.18|||||0.035663|0.035663||Monthly
74931|08/31/2020|10.31|2.392|23.721869||||||Monthly
74932|08/31/2020|16.7|3.0407|63.465906||||||Annual
74944|08/31/2020|11.0942||0.652951|||0.06175|0.06175||Monthly
74945|08/31/2020|13.1139|1.02|5.325241||||||Annual
74946|08/31/2020|12.2993||0.004259|0.025761||0.064506|0.090267||Monthly
74947|08/31/2020|13.9157||7.271715|||0.056542|0.056542||Monthly
74956|08/31/2020|36.1012|2.393|||||||Semi Annual
74957|08/31/2020|44.2864|1.252|||||||Semi Annual
74979|08/28/2020|7.9956|||0.0583001|||0.0583001||Monthly
74979|08/31/2020|8.0064|1.11|24.82||||||Monthly
75017|08/31/2020|61550.1196||||||||No Distribution
75018|08/31/2020|122183.9407||||||||No Distribution
75019|08/31/2020|113.9099||||||||No Distribution
75040|08/26/2020|18.1843|||0.095|||0.095||Monthly
75040|08/31/2020|18.2336|0.99|||||||Monthly
75043|08/26/2020|23.8386|||0.094|||0.094||Monthly
75043|08/31/2020|23.6659|1.17|||||||Monthly
75044|08/26/2020|23.9775|||0.094|||0.094||Monthly
75044|08/31/2020|23.9906|1.19|||||||Monthly
75045|08/26/2020|18.1289|||0.07149|||0.07149||Monthly
75045|08/31/2020|18.1439||||||||Monthly
75046|08/31/2020|12.7215||||||||Annual
75047|08/31/2020|16.9681||||||||Annual
75048|08/31/2020|16.4915||||||||Annual
75049|08/31/2020|19.1157||||||||Annual
75059|08/31/2020|33.5076|1.87|0.093015|0.132|||0.132||Monthly
75060|08/31/2020|38.034|0.75|0.512764|0.1485|||0.1485||Monthly
75061|08/31/2020|20.9655|1.82|0.035865|0.099|||0.099||Monthly
75062|08/31/2020|8.2833|1.23|1091.180051||||||Annual
75063|08/31/2020|8.6127|1.25|185.913569||||||Annual
75064|08/31/2020|9.6295|1.26|281.576102||||||Annual
75065|08/31/2020|8.2497|1.24|253.207237||||||Annual
75066|08/31/2020|9.1599|1.24|361.974565||||||Annual
75067|08/31/2020|10.2806|1.24|613.049647||||||Annual
75068|08/31/2020|11.8762|1.24|651.803733||||||Annual
75069|08/31/2020|10.9197|0.92|1038.846571||||||Annual
75070|08/31/2020|23.1998|0.74|0.546579|0.109|||0.109||Monthly
75071|08/31/2020|15.352|2.21|0.60805|0.068|||0.068||Monthly
75072|08/31/2020|16.1608|0.96|9.406422|0.071|||0.071||Monthly
75073|08/31/2020|18.3506|2.09|1.428425|0.072|||0.072||Monthly
75074|08/31/2020|11.2244|0.93|3133.58805||||||Annual
75075|08/31/2020|19.1581|0.95|4.974294|0.0745|||0.0745||Monthly
75076|08/31/2020|5|0.6|27.753585|0.0009711|||0.0009711||Monthly
75077|08/31/2020|11.131|1.26|341.175827||||||Annual
75078|08/31/2020|17.2131|1.99|0.471694|0.0695|||0.0695||Monthly
75079|08/31/2020|17.8625|0.99|3.17269|0.0715|||0.0715||Monthly
75080|08/31/2020|12.8802|1.27|489.833346||||||Annual
75081|08/31/2020|10.5013|0.96|761.626427||||||Annual
75082|08/31/2020|20.3212|2.02|0.170166|0.082|||0.082||Monthly
75083|08/31/2020|23.6102|0.97|0.242194|0.095|||0.095||Monthly
75084|08/31/2020|21.7201|2.08|0.052969|0.0925|||0.0925||Monthly
75085|08/31/2020|23.898|0.97|0.384685|0.101|||0.101||Monthly
75086|08/31/2020|11.192|0.96|999.830786||||||Annual
75087|08/31/2020|10.4331|1.05|364.536561||||||Annual
75088|08/31/2020|10.7478|1.06|1057.828495||||||Annual
75089|08/31/2020|7.6757|1.25|698.048292||||||Annual
75090|08/31/2020|10.4726|1.26|267.51002||||||Annual
75091|08/31/2020|11.8844|1.27|284.844644||||||Annual
75092|08/31/2020|9.4491|1.26|485.729929||||||Annual
75093|08/31/2020|9.088|1.25|28.495347||||||Annual
75094|08/31/2020|9.2762|1.49|508.933421||||||Annual
75095|08/31/2020|10.5891|1.49|706.542999||||||Annual
75097|08/31/2020|10.2678|0.93|49.505048||||||Annual
75098|08/31/2020|10.6528|0.93|87.243231||||||Annual
75099|08/31/2020|12.6304|1.24|448.773396||||||Annual
75100|08/31/2020|16.118|1.26|190.367129||||||Annual
75101|08/31/2020|18.9408|1.26|135.548326||||||Annual
75102|08/31/2020|9.0315|1.25|304.386897||||||Annual
75103|08/31/2020|10.1483|1.26|415.9377||||||Annual
75104|08/31/2020|10.5484|1.25|536.243743||||||Annual
75105|08/31/2020|10.5393|1.24|34.38155||||||Annual
75106|08/31/2020|12.1899|1.26|386.988209||||||Annual
75107|08/31/2020|10.7455|1.78|2.377294||||||Quarterly
75108|08/31/2020|10.7939|0.96|12.695686||||||Quarterly
75111|08/31/2020|10.7824|1.1|1.874642||||||Quarterly
75116|08/31/2020|7.7168||||||0.04||Monthly
75117|08/31/2020|7.8868||||||0.04||Monthly
75133|08/31/2020|9.8031||||||||Quarterly
75143|08/31/2020|10.1918||||||||Annual
75144|08/31/2020|10.2823||||||||Annual
75150|08/31/2020|10.4687||||||||Annual
75184|08/31/2020|10.9522||1.334189||||||Annual
75200|08/31/2020|13.36|1.0109|1118.687258||||||Annual
75201|08/31/2020|9.82|1.0187|1346.975828||||||Annual
75202|08/31/2020|13.52|2.1733|1118.687258||||||Annual
75203|08/31/2020|13.52|2.1733|1118.687258||||||Annual
75204|08/31/2020|9.55|2.1732|1346.975828||||||Annual
75205|08/31/2020|9.55||1346.975828||||||Annual
75214|08/31/2020|25.0413|0.45|||||||Semi Annual
75215|08/31/2020|34.3078|0.45|||||||Semi Annual
75216|08/31/2020|33.4941|0.39|||||||Semi Annual
75217|08/31/2020|30.8311|0.55|||||||Semi Annual
75218|08/31/2020|29.9248|0.49|||||||Semi Annual
75219|08/31/2020|25.9349|0.62|||||||Semi Annual
75220|08/31/2020|25.4187|0.56|||||||Semi Annual
75230|08/31/2020|10.2875|1.96|51.43849||||||Quarterly
75231|08/31/2020|10.3672|1.1|8.118019||||||Quarterly
75234|08/31/2020|10.4393|0.17|0.00012||||||Quarterly
75237|08/28/2020|13.3458|||||0.067|0.067||Monthly
75237|08/31/2020|13.3296|1.98|0.764081||||||Monthly
75242|08/28/2020|13.7498|||0.03|||0.03||Quarterly
75242|08/31/2020|13.7261|1.44|||||||Quarterly
75243|08/31/2020|10.31|2.23|91.922453||||||Quarterly
75244|08/31/2020|10.5751|1.13|14.174621||||||Quarterly
75245|08/31/2020|10.4346|1.69|35.362287||||||Quarterly
75246|08/31/2020|10.8136|0.14|0.799598||||||Annual
75247|08/31/2020|10.6106|0.96|2.845368||||||Quarterly
75248|08/28/2020|13.5423|||||0.067|0.067||Monthly
75248|08/31/2020|13.5009|1.7|2.716047||||||Monthly
75249|08/28/2020|13.3341|||||0.066|0.066||Monthly
75249|08/31/2020|13.2928|2.23|3.509652||||||Monthly
75250|08/31/2020|10.3891|1.8|1.441799||||||Monthly
75251|08/31/2020|10.5112|1.38|3.412078||||||Annual
75252|08/28/2020|13.7849|||||0.068|0.068||Monthly
75252|08/31/2020|13.7435|1.15|2.415914||||||Monthly
75253|08/28/2020|13.7794|||||0.069|0.069||Monthly
75253|08/31/2020|13.7638|1.04|0.110361||||||Monthly
75254|08/31/2020|10.4072|2.35|125.757791||||||Annual
75255|08/31/2020|10.7588|1.24|34.278855||||||Annual
75256|08/28/2020|13.7282|||0.068|||0.068||Monthly
75256|08/31/2020|13.6554|1.2|1.525068||||||Monthly
75257|08/31/2020|10.575|1.85|16.543189||||||Annual
75258|08/31/2020|11.1268|0.14|0.20746||||||Annual
75259|08/31/2020|10.8297|1.06|1.247354||||||Annual
75260|08/28/2020|13.2921|||0.066|||0.066||Monthly
75260|08/31/2020|13.2209|1.89|1.097099||||||Monthly
75261|08/28/2020|13.2731|||0.066|||0.066||Monthly
75261|08/31/2020|13.2015|2.35|2.231531||||||Monthly
75262|08/31/2020|10.5641|1.89|3.297924||||||Annual
75263|08/31/2020|10.6983|1.47|5.788277||||||Annual
75265|08/31/2020|10.8869|2.38|99.172531||||||Annual
75266|08/31/2020|11.0353|1.28|23.97293||||||Annual
75267|08/28/2020|13.3303|||0.03||0.036|0.066||Monthly
75267|08/31/2020|13.2346|1.21|0.3334||||||Monthly
75268|08/31/2020|10.9279|2.18|10.954094||||||Annual
75269|08/31/2020|11.177|0.15|0.020784||||||Annual
75270|08/31/2020|11.0711|1.04|6.043664||||||Annual
75271|08/28/2020|13.7919|||0.022||0.047|0.069||Monthly
75271|08/31/2020|13.6918|2.1|0.87501||||||Monthly
75272|08/28/2020|13.7132|||0.014||0.054|0.068||Monthly
75272|08/31/2020|13.6134|2.37|0.325173||||||Monthly
75273|08/31/2020|10.9657|1.87|5.019838||||||Annual
75274|08/31/2020|11.0223|1.42|14.886183||||||Annual
75291|08/31/2020|13.31|0.9812|1411.368655||||||Annual
75292|08/25/2020|8.231|||0.01615|||0.01615||Annual
75292|08/31/2020|8.252|1.2534|928.625666||||||Annual
75293|08/31/2020|7.655|0.7171|1306.034662||||||Quarterly
75294|08/31/2020|10.28|0.3558|660.263736||||||Annual
75312|08/27/2020|10.4453|||0.0342|||0.0342||Monthly
75312|08/31/2020|10.3687|0.6|0.683||||||Monthly
75313|08/31/2020|11.0168|0.33|9.832||||||Annual
75314|08/27/2020|10.1899|||0.033036|||0.033036||Monthly
75314|08/31/2020|10.1392|0.54|1.282||||||Monthly
75315|08/27/2020|10.4974|||0.03512|||0.03512||Monthly
75315|08/31/2020|10.3722|0.67|0.001||||||Monthly
75316|08/27/2020|10.4593|||0.034732|||0.034732||Monthly
75316|08/31/2020|10.3553|0.62|0.001||||||Monthly
75317|08/27/2020|10.0573|||0.032462|||0.032462||Monthly
75317|08/31/2020|10.0212|0.55|4.902||||||Monthly
75318|08/31/2020|10.7983|0.45|2.635||||||Annual
75319|08/31/2020|14.5717|0.4|15.138||||||Annual
75320|08/31/2020|11.7363|1.86|0.001||||||Annual
75321|08/31/2020|12.1274|0.73|0.159||||||Annual
75322|08/31/2020|10.5141|1.3|0.001||||||Annual
75323|08/31/2020|10.6643|0.73|0.223||||||Annual
75324|08/31/2020|11.179522|2.27|118.891853||||||No Distribution
75325|08/31/2020|10.284||70||||||Monthly
75326|08/31/2020|10.284||70||||||Monthly
75327|08/31/2020|11.406482|1.7|0.226272||||||No Distribution
75328|08/31/2020|19.243||2800||||||Monthly
75329|08/31/2020|11.553853|1.16|0.40198||||||No Distribution
75330|08/31/2020|11.179881|2.26|2.452327||||||No Distribution
75331|08/31/2020|11.44159|1.67|0.097924||||||No Distribution
75332|08/31/2020|11.244361|2.54|108.314962||||||No Distribution
75333|08/31/2020|11.498219|1.87|0.225291||||||No Distribution
75334|08/31/2020|11.72|1.36|0.000117||||||No Distribution
75335|08/31/2020|11.241598|2.54|1.202392||||||No Distribution
75336|08/31/2020|11.553|1.71|0.000116||||||No Distribution
75337|08/31/2020|11.430956|2.73|171.246495||||||No Distribution
75338|08/31/2020|11.668|1.78|0.000117||||||No Distribution
75339|08/31/2020|11.873331|1.51|0.476352||||||No Distribution
75340|08/31/2020|11.436003|2.66|8.770959||||||No Distribution
75341|08/31/2020|11.705|1.78|0.000117||||||No Distribution
75342|08/31/2020|11.507227|2.77|76.491975||||||No Distribution
75343|08/31/2020|11.820688|2.17|0.222915||||||No Distribution
75344|08/31/2020|11.932778|1.67|0.117039||||||No Distribution
75345|08/31/2020|11.504037|2.72|2.126201||||||No Distribution
75346|08/31/2020|11.785|1.79|0.000118||||||No Distribution
75347|08/31/2020|11.015983|2.95|0.069156||||||No Distribution
75348|08/31/2020|12.952813|3.51|2.008931||||||No Distribution
75349|08/31/2020|12.952813|3.51|1.819952||||||No Distribution
75351|08/31/2020|12.715267|3.78|0.005987||||||No Distribution
75353|08/31/2020|12.881149|3.16|10.549403||||||No Distribution
75354|08/31/2020|12.724862|3.54|0.155423||||||No Distribution
75356|08/31/2020|13.239602|2.32|1.106709||||||No Distribution
75357|08/31/2020|11.528455|2.75|3.711074||||||No Distribution
75358|08/31/2020|12.484889|0.31|1.193123||||||Annual
75359|08/31/2020|13.7176||||||||Annual
75370|08/31/2020|9.589||||||||Monthly
75395|08/31/2020|6.686|0.94|||||||Quarterly
75400|08/14/2020|14.92|||0.011|||0.011||Monthly
75400|08/31/2020|14.52|2.59|10.00796||||||Monthly
75401|08/14/2020|14.979|||0.027|||0.027||Monthly
75401|08/31/2020|14.587|1.25|10.00796||||||Monthly
75402|08/14/2020|14.979|||0.014|||0.014||Monthly
75402|08/31/2020|14.579|2.33|10.00796||||||Monthly
75404|08/14/2020|20.472|||0.015854||0.026146|0.042||Monthly
75404|08/31/2020|19.939|0.84|10.00796||||||Monthly
75406|08/21/2020|15.135|||0.016|||0.016||Monthly
75406|08/31/2020|15.105|2.25|7.116214||||||Monthly
75407|08/21/2020|15.157|||0.030712||0.000288|0.031||Monthly
75407|08/31/2020|15.133|1.07|7.116214||||||Monthly
75408|08/21/2020|15.126|||0.019|||0.019||Monthly
75408|08/31/2020|15.097|2.04|7.116214||||||Monthly
75410|08/21/2020|21.147|||0.026268||0.020732|0.047||Monthly
75410|08/31/2020|21.114|0.79|7.116214||||||Monthly
75427|08/21/2020|14.9829|||0.0028||0.0586|0.0614||Monthly
75427|08/31/2020|15.0714|1.02|0.001222||||||Monthly
75428|08/31/2020|11.4907|1.01|7.019947||||||Annual
75429|08/21/2020|14.0651|||||0.0582|0.0582||Monthly
75429|08/31/2020|14.1441|2.07|9.283662||||||Monthly
75430|08/21/2020|9.8981|||0.0128||0.0278|0.0406||Monthly
75430|08/31/2020|9.8716|0.88|3.562621||||||Monthly
75431|08/31/2020|9.6466|1.02|0.032547||||||Annual
75434|08/31/2020|8.0023|1.03|0.342331||||||Annual
75435|08/31/2020|11.0429|1.07|0.826551||||||Annual
75436|08/21/2020|10.8963|||0.0139|||0.0139||Monthly
75436|08/31/2020|10.8623|0.64|11.841229||||||Monthly
75437|08/31/2020|10|0.55|3.145605|0.0004741|||0.0004741||Monthly
75438|08/21/2020|14.1359|||||0.0562|0.0562||Monthly
75438|08/31/2020|14.2108|1.07|0.001232||||||Monthly
75439|08/31/2020|11.2319|1.05|11.398924||||||Annual
75440|08/21/2020|13.823|||||0.0554|0.0554||Monthly
75440|08/31/2020|13.8927|2.11|2.876233||||||Monthly
75441|08/21/2020|12.627|||||0.0827|0.0827||Monthly
75441|08/31/2020|12.6906|2.15|3.375361||||||Monthly
75443|08/21/2020|12.1557|||0.0061||0.0483|0.0544||Monthly
75443|08/31/2020|12.0567|0.94|0.038599||||||Monthly
75444|08/31/2020|9.0185|0.91|1.723747||||||Annual
75445|08/21/2020|11.6455|||0.0003||0.052|0.0523||Monthly
75445|08/31/2020|11.5487|1.53|0.4652||||||Monthly
75446|08/21/2020|12.0821|||||0.0551|0.0551||Monthly
75446|08/31/2020|11.9528|1.02|0.001048||||||Monthly
75447|08/31/2020|9.4705|1.01|1.010949||||||Annual
75448|08/21/2020|11.726|||||0.054|0.054||Monthly
75448|08/31/2020|11.5959|2.14|0.232451||||||Monthly
75449|08/21/2020|10.7575|||||0.0811|0.0811||Monthly
75449|08/31/2020|10.6381|2.12|0.294152||||||Monthly
75451|08/21/2020|10.0595|||0.0125|||0.0125||Monthly
75451|08/31/2020|10.0655|0.62|1.436415||||||Monthly
75452|08/31/2020|12.9717|0.99|11.120103||||||Annual
75453|08/31/2020|7.4142|1.06|0.087127||||||Annual
75454|08/31/2020|12.1468|0.92|25.275127||||||Quarterly
75455|08/21/2020|14.9194|||||0.0604|0.0604||Monthly
75455|08/31/2020|14.8982|2.03|43.56189||||||Monthly
75456|08/31/2020|11.4501|1.06|0.13054||||||Annual
75457|08/21/2020|10.5221|||||0.0511|0.0511||Monthly
75457|08/31/2020|10.518|1.08|0.071879||||||Monthly
75458|08/31/2020|8.3672|1.03|0.859231||||||Annual
75459|08/21/2020|10.1607|||||0.0497|0.0497||Monthly
75459|08/31/2020|10.1536|2.17|0.740452||||||Monthly
75460|08/21/2020|9.2776|||||0.0743|0.0743||Monthly
75460|08/31/2020|9.2712|2.16|1.997868||||||Monthly
75462|08/21/2020|10.0329|||||0.0507|0.0507||Monthly
75462|08/31/2020|9.9648|1.02|0.00085||||||Monthly
75463|08/31/2020|7.9551|1|0.903898||||||Annual
75464|08/21/2020|9.7032|||||0.0494|0.0494||Monthly
75464|08/31/2020|9.6338|2.15|0.038265||||||Monthly
75465|08/21/2020|8.8264|||||0.0737|0.0737||Monthly
75465|08/31/2020|8.7635|2.11|0.345322||||||Monthly
75467|08/21/2020|11.2274|||||0.0528|0.0528||Monthly
75467|08/31/2020|11.1648|0.92|0.000953||||||Monthly
75468|08/31/2020|8.3056|0.96|0.722744||||||Quarterly
75469|08/21/2020|10.657|||||0.0505|0.0505||Monthly
75469|08/31/2020|10.5938|2.01|1.943393||||||Monthly
75471|08/21/2020|9.5343|||0.0249|||0.0249||Monthly
75471|08/31/2020|9.5823|0.76|1.183798||||||Monthly
75472|08/31/2020|21.3275|1.02|3.793497||||||Annual
75473|08/31/2020|16.3661|1.02|2.911019||||||Annual
75474|08/21/2020|13.5583|||||0.0542|0.0542||Monthly
75474|08/31/2020|13.5162|0.68|0.001182||||||Monthly
75475|08/31/2020|10.6748|0.66|5.624578||||||Annual
75476|08/21/2020|13.2664|||||0.0533|0.0533||Monthly
75476|08/31/2020|13.2217|1.22|0.670403||||||Monthly
75479|08/21/2020|9.5242|||0.0144||0.0263|0.0407||Monthly
75479|08/31/2020|9.5373|0.94|9.165115||||||Monthly
75480|08/21/2020|10.2857|||0.0069|||0.0069||Monthly
75480|08/31/2020|10.2967|2.01|2.514837||||||Monthly
75481|08/21/2020|10.5058|||||0.0426|0.0426||Monthly
75481|08/31/2020|10.5234|0.94|11.644347||||||Monthly
75482|08/21/2020|14.9752|||||0.0612|0.0612||Monthly
75482|08/31/2020|14.9957|2.06|52.04708||||||Monthly
75483|08/21/2020|16.4713|||||0.0681|0.0681||Monthly
75483|08/31/2020|16.5492|1.05|0.106963||||||Monthly
75484|08/31/2020|12.8879|1.03|18.151653||||||Annual
75485|08/21/2020|16.0826|||||0.067|0.067||Monthly
75485|08/31/2020|16.1538|2.17|29.630136||||||Monthly
75486|08/21/2020|15.5513|||||0.0782|0.0782||Monthly
75486|08/31/2020|15.6203|2.1|2.74945||||||Monthly
75487|08/21/2020|13.584|||0.0244||0.0323|0.0567||Monthly
75487|08/31/2020|13.6645|1.03|0.001195||||||Monthly
75488|08/31/2020|10.8295|0.97|6.049078||||||Annual
75489|08/21/2020|12.8906|||0.0088||0.0455|0.0543||Monthly
75489|08/31/2020|12.9615|2.17|0.66412||||||Monthly
75490|08/21/2020|11.9079|||0.0114||0.0704|0.0818||Monthly
75490|08/31/2020|11.9748|2.16|0.001154||||||Monthly
75493|08/21/2020|13.9048|||0.0244||0.0333|0.0577||Monthly
75493|08/31/2020|13.9654|0.97|0.001192||||||Monthly
75494|08/31/2020|10.5712|0.95|19.802093||||||Annual
75495|08/21/2020|13.0815|||0.01||0.0447|0.0547||Monthly
75495|08/31/2020|13.1334|2.03|3.026134||||||Monthly
75496|08/21/2020|11.9656|||0.0096||0.0722|0.0818||Monthly
75496|08/31/2020|12.0132|2.02|0.250834||||||Monthly
75499|08/21/2020|13.6556|||0.0248||0.0323|0.0571||Monthly
75499|08/31/2020|13.6737|0.96|0.001175||||||Monthly
75500|08/31/2020|10.3152|0.92|10.127566||||||Annual
75501|08/21/2020|12.8305|||0.0104||0.0437|0.0541||Monthly
75501|08/31/2020|12.8425|2.06|3.048936||||||Monthly
75502|08/21/2020|11.8597|||0.0099||0.0719|0.0818||Monthly
75502|08/31/2020|11.8709|2.02|0.979811||||||Monthly
75504|08/21/2020|14.0449|||0.023||0.0345|0.0575||Monthly
75504|08/31/2020|14.0488|0.91|0.001175||||||Monthly
75505|08/31/2020|10.5782|0.87|4.856257||||||Annual
75506|08/21/2020|13.2508|||0.0088||0.0459|0.0547||Monthly
75506|08/31/2020|13.2497|1.99|7.216523||||||Monthly
75507|08/21/2020|12.1268|||0.0081||0.0737|0.0818||Monthly
75507|08/31/2020|12.1257|1.96|1.056773||||||Monthly
75519|08/31/2020|10.3205|1|0.235208||||||Annual
75520|08/31/2020|10.7698|1.01|0.387971||||||Annual
75521|08/21/2020|14.093|||0.0597||0.0001|0.0598||Monthly
75521|08/31/2020|14.1803|0.91|0.001148||||||Monthly
75522|08/21/2020|9.4916|||0.0279|||0.0279||Monthly
75522|08/31/2020|9.5498|0.84|0.140156||||||Monthly
75523|08/21/2020|13.5123|||0.0316||0.026|0.0576||Monthly
75523|08/31/2020|13.5922|1.63|2.132264||||||Monthly
75524|08/21/2020|9.4957|||0.0222|||0.0222||Monthly
75524|08/31/2020|9.5519|1.61|12.314547||||||Monthly
75525|08/21/2020|13.597|||0.0336||0.0243|0.0579||Monthly
75525|08/31/2020|13.678|1.44|1.085296||||||Monthly
75530|08/21/2020|12.9818|||0.0234||0.0387|0.0621||Monthly
75530|08/31/2020|12.9175|0.97|0.002109||||||Monthly
75531|08/21/2020|9.5679|||0.0173|||0.0173||Monthly
75531|08/31/2020|9.5202|0.99|5.039456||||||Monthly
75532|08/21/2020|12.2753|||0.0119||0.0472|0.0591||Monthly
75532|08/31/2020|12.2104|2.09|2.987492||||||Monthly
75533|08/21/2020|11.1851|||0.0108||0.0775|0.0883||Monthly
75533|08/31/2020|11.1259|2.11|1.918301||||||Monthly
75535|08/21/2020|12.9851|||0.0589||0.0001|0.059||Monthly
75535|08/31/2020|13.0394|0.91|0.001074||||||Monthly
75536|08/21/2020|8.7143|||0.025|||0.025||Monthly
75536|08/31/2020|8.7504|0.88|1.308365||||||Monthly
75537|08/21/2020|12.5972|||0.0575||0.0001|0.0576||Monthly
75537|08/31/2020|12.6475|1.42|1.019368||||||Monthly
75539|08/21/2020|14.9255|||0.0229||0.0362|0.0591||Monthly
75539|08/31/2020|14.8743|0.68|0.001184||||||Monthly
75540|08/21/2020|10.8482|||0.0139|||0.0139||Monthly
75540|08/31/2020|10.8098|0.68|0.638266||||||Monthly
75541|08/21/2020|14.304|||0.0122||0.0448|0.057||Monthly
75541|08/31/2020|14.2511|1.25|1.723904||||||Monthly
75543|08/21/2020|14.0587|||0.0208||0.037|0.0578||Monthly
75543|08/31/2020|14.053|0.91|0.014399||||||Monthly
75544|08/31/2020|10.5766|0.88|2.554622||||||Annual
75545|08/21/2020|13.3526|||0.0101||0.0452|0.0553||Monthly
75545|08/31/2020|13.344|1.74|1.919055||||||Monthly
75546|08/21/2020|12.2528|||0.0097||0.0732|0.0829||Monthly
75546|08/31/2020|12.245|1.67|0.566518||||||Monthly
75549|08/21/2020|13.8127|||0.0174||0.0388|0.0562||Monthly
75549|08/31/2020|13.7865|0.91|0.001116||||||Monthly
75550|08/21/2020|9.7907|||0.0121|||0.0121||Monthly
75550|08/31/2020|9.7715|0.89|1.110556||||||Monthly
75551|08/21/2020|13.1944|||0.0107||0.0432|0.0539||Monthly
75551|08/31/2020|13.1667|1.42|0.104946||||||Monthly
75553|08/21/2020|13.4506|||0.011||0.0461|0.0571||Monthly
75553|08/31/2020|13.4668|0.66|0.001073||||||Monthly
75554|08/21/2020|10.066|||0.0066|||0.0066||Monthly
75554|08/31/2020|10.0774|0.62|0.057763||||||Monthly
75555|08/21/2020|12.9127|||0.0028||0.0523|0.0551||Monthly
75555|08/31/2020|12.9252|1.19|0.041809||||||Monthly
75557|08/21/2020|12.3963|||0.0549||0.0001|0.055||Monthly
75557|08/31/2020|12.5881|1.1|0.001137||||||Monthly
75558|08/21/2020|9.3967|||0.0783|||0.0783||Monthly
75558|08/31/2020|9.5411|1.06|0.319505||||||Monthly
75559|08/21/2020|11.6647|||0.0521||0.0001|0.0522||Monthly
75559|08/31/2020|11.8407|2.13|0.225651||||||Monthly
75566|08/21/2020|13.8978|||0.0211||0.0367|0.0578||Monthly
75566|08/31/2020|13.9003|0.79|0.00113||||||Monthly
75567|08/21/2020|9.7273|||0.0144|||0.0144||Monthly
75567|08/31/2020|9.7289|0.76|3.218175||||||Monthly
75568|08/21/2020|14.7802|||0.0203||0.0301|0.0504||Monthly
75568|08/31/2020|14.7245|0.91|6.401463||||||Monthly
75569|08/21/2020|14.8769|||0.0225||0.0269|0.0494||Monthly
75569|08/31/2020|14.8302|0.8|9.910276||||||Monthly
75570|08/21/2020|14.0652|||0.0149||0.0415|0.0564||Monthly
75570|08/31/2020|14.0398|0.74|0.001137||||||Monthly
75571|08/21/2020|10.2199|||0.0108|||0.0108||Monthly
75571|08/31/2020|10.2015|0.74|0.001137||||||Monthly
75572|08/21/2020|13.5724|||0.009||0.0457|0.0547||Monthly
75572|08/31/2020|13.5466|1.31|0.001117||||||Monthly
75575|08/21/2020|10.6023|||0.0019||0.0411|0.043||Monthly
75575|08/31/2020|10.7002|0.91|1.873871||||||Monthly
75576|08/21/2020|9.8973|||0.0124|||0.0124||Monthly
75576|08/31/2020|9.9028|0.54|0.223072||||||Monthly
75577|08/21/2020|14.0256|||0.0142||0.0427|0.0569||Monthly
75577|08/31/2020|14.0294|0.91|0.001135||||||Monthly
75578|08/21/2020|10.1067|||0.0091|||0.0091||Monthly
75578|08/31/2020|10.1089|0.85|0.220433||||||Monthly
75579|08/21/2020|13.6005|||0.0098||0.0456|0.0554||Monthly
75579|08/31/2020|13.6017|1.48|0.00112||||||Monthly
75581|08/21/2020|13.1368|||0.0199||0.039|0.0589||Monthly
75581|08/31/2020|13.1683|1.12|0.001071||||||Monthly
75582|08/21/2020|9.4642|||0.0132|||0.0132||Monthly
75582|08/31/2020|9.4861|1.1|0.695671||||||Monthly
75583|08/21/2020|14.2684|||||0.0627|0.0627||Monthly
75583|08/31/2020|14.3561|0.7|0.001261||||||Monthly
75584|08/31/2020|11.4029|0.66|0.298218||||||Annual
75585|08/21/2020|16.9515|||||0.0676|0.0676||Monthly
75585|08/31/2020|17.125|0.72|0.002718||||||Monthly
75586|08/31/2020|13.4538|0.71|0.173467||||||Annual
75587|08/21/2020|16.2806|||||0.066|0.066||Monthly
75587|08/31/2020|16.3096|0.75|0.002564||||||Monthly
75588|08/31/2020|12.8354|0.77|0.077432||||||Annual
75589|08/21/2020|12.8834|||||0.0552|0.0552||Monthly
75589|08/31/2020|12.8016|0.77|0.001173||||||Monthly
75590|08/31/2020|10.1198|0.77|0.001173||||||Annual
75591|08/21/2020|13.6942|||||0.0581|0.0581||Monthly
75591|08/31/2020|13.6034|0.76|0.001147||||||Monthly
75592|08/31/2020|10.7777|0.76|0.363605||||||Annual
75593|08/21/2020|14.0712|||||0.0604|0.0604||Monthly
75593|08/31/2020|13.918|0.88|0.001132||||||Monthly
75594|08/31/2020|11.0684|0.88|0.001132||||||Annual
75599|08/21/2020|12.3662|||||0.0585|0.0585||Monthly
75599|08/31/2020|12.4399|1.02|0.001186||||||Monthly
75600|08/31/2020|9.925|0.96|2.74113||||||Annual
75601|08/21/2020|12.2105|||||0.0569|0.0569||Monthly
75601|08/31/2020|12.2782|2.12|0.163939||||||Monthly
75602|08/21/2020|12.4658|||||0.0574|0.0574||Monthly
75602|08/31/2020|12.5192|0.92|0.790709||||||Monthly
75603|08/31/2020|9.9529|0.95|12.549707||||||Annual
75604|08/21/2020|12.3213|||||0.056|0.056||Monthly
