FundataKey|FundservCode|LoadType|ServiceFeeRate|ServiceFeeFrequency
68474|CIG50110|Front End Load||
68475|CIG54110|No Load||
68476|CIG58110|No Load||
68478|CIG50113|Front End Load||
68479|MDM440|No Load||
68480|MDM430|No Load||
68481|AIM4191|Deferred Sales Charge (Back End Load)||
68481|AIM4193|Front End Load||
68481|AIM4195|Low Service Charge||
68481|AIM4199|Low Service Charge||
68482|AIM4197|No Load||
68483|AIM4280|No Load||
68484|AIM4281|Deferred Sales Charge (Back End Load)||
68484|AIM4283|Front End Load||
68484|AIM4285|Low Service Charge||
68484|AIM4289|Low Service Charge||
68486|IVGBF|No Load||
68487|AIM4611|Deferred Sales Charge (Back End Load)||
68487|AIM4613|Front End Load||
68487|AIM4615|Low Service Charge||
68487|AIM4619|Low Service Charge||
68488|AIM4447|No Load||
68490|AIM4161|Deferred Sales Charge (Back End Load)||
68490|AIM4163|Front End Load||
68490|AIM4165|Low Service Charge||
68490|AIM4169|Low Service Charge||
68492|ITGDI|No Load||
68493|CIG54113|No Load||
68494|CIG58113|No Load||
68495|CIG50341|Front End Load||
68495|CIG50342|Front End Load||
68495|CIG50343|Front End Load||
68495|CIG50344|Front End Load||
68495|CIG50345|Front End Load||
68495|CIG50941|Front End Load||
68496|CIG54341|No Load||
68496|CIG54342|No Load||
68496|CIG54343|No Load||
68496|CIG54344|No Load||
68496|CIG54345|No Load||
68496|CIG54941|No Load||
68497|CIG58341|No Load||
68497|CIG58342|No Load||
68497|CIG58343|No Load||
68497|CIG58344|No Load||
68497|CIG58345|No Load||
68497|CIG58941|No Load||
68498|CIG50346|Front End Load||
68498|CIG50347|Front End Load||
68498|CIG50348|Front End Load||
68498|CIG50349|Front End Load||
68498|CIG50350|Front End Load||
68498|CIG50946|Front End Load||
68499|CIG54346|No Load||
68499|CIG54347|No Load||
68499|CIG54348|No Load||
68499|CIG54349|No Load||
68499|CIG54350|No Load||
68499|CIG54946|No Load||
68500|CIG58346|No Load||
68500|CIG58347|No Load||
68500|CIG58348|No Load||
68500|CIG58349|No Load||
68500|CIG58350|No Load||
68500|CIG58946|No Load||
68501|CIG50351|Front End Load||
68501|CIG50352|Front End Load||
68501|CIG50353|Front End Load||
68501|CIG50354|Front End Load||
68501|CIG50355|Front End Load||
68501|CIG50951|Front End Load||
68502|CIG54351|No Load||
68502|CIG54352|No Load||
68502|CIG54353|No Load||
68502|CIG54354|No Load||
68502|CIG54355|No Load||
68502|CIG54951|No Load||
68503|CIG58351|No Load||
68503|CIG58352|No Load||
68503|CIG58353|No Load||
68503|CIG58354|No Load||
68503|CIG58355|No Load||
68503|CIG58951|No Load||
68504|CIG50104|Front End Load||
68505|CIG54104|No Load||
68506|CIG58104|No Load||
68508|CIG50105|Front End Load||
68509|CIG54105|No Load||
68510|CIG58105|No Load||
68512|CIG50106|Front End Load||
68513|CIG54106|No Load||
68514|CIG58106|No Load||
68516|CIG50114|Front End Load||
68517|CIG54114|No Load||
68518|CIG58114|No Load||
68522|CIG50101|Front End Load||
68523|CIG54101|No Load||
68524|CIG58101|No Load||
68534|CIG50122|Front End Load||
68535|CIG54122|No Load||
68536|CIG58122|No Load||
68537|CIG50123|Front End Load||
68538|CIG54123|No Load||
68539|CIG58123|No Load||
68540|GOC60032|No Load||
68545|CIG50112|Front End Load||
68546|GOC6008|Front End Load||
68547|CIG54112|No Load||
68548|CIG58112|No Load||
68549|GOC6009|Front End Load||
68551|CIG50111|Front End Load||
68557|GOC40031|No Load||
68558|GOC40017|Front End Load||
68558|GOC40217|Low Service Charge||
68559|CIG54111|No Load||
68560|CIG58111|No Load||
68561|CIG50121|Front End Load||
68562|CIG54121|No Load||
68563|CIG58121|No Load||
68566|JHN80423|Deferred Sales Charge (Back End Load)||
68572|GVC400|Front End Load||
68573|GVC403|No Load||
68574|GVC405|No Load||
68576|FER064|No Load||
68578|FRC2353|Front End Load||
68578|FRC2356|Low Service Charge||
68586|JHN1917|Deferred Sales Charge (Back End Load)||
68588|JHN1918|Deferred Sales Charge (Back End Load)||
68592|NBC2925|Deferred Sales Charge (Back End Load)||
68596|NBC1197|Deferred Sales Charge (Back End Load)||
68597|NBC1713|Deferred Sales Charge (Back End Load)||
68607|DJT00167|No Load||
68608|DJT03167|Initial Service Charge||
68608|DJT03367|Deferred Sales Charge (Back End Load)||
68608|DJT03567|Low Service Charge||
68609|DJT03967|No Load||
68612|JHN4000|Deferred Sales Charge (Back End Load)||
68613|JHN4001|No Load||
68616|DJT00166|No Load||
68620|GOC6019|Front End Load||
68621|INA34562|Chargeback||
68621|INA34564|Chargeback||
68621|INA34566|Front End Load||
68621|INA34567|Deferred Sales Charge (Back End Load)||
68622|INA44562|Chargeback||
68622|INA44564|Chargeback||
68622|INA44566|Front End Load||
68622|INA44567|Deferred Sales Charge (Back End Load)||
68623|INA44560|Deferred Sales Charge (Back End Load)||
68623|INA44561|Chargeback||
68623|INA44563|Chargeback||
68623|INA44565|Front End Load||
68624|INA14560|Deferred Sales Charge (Back End Load)||
68624|INA14561|Chargeback||
68624|INA14563|Chargeback||
68624|INA14565|Front End Load||
68626|DJT03166|Initial Service Charge||
68626|DJT03366|Deferred Sales Charge (Back End Load)||
68626|DJT03566|Low Service Charge||
68627|DJT03966|No Load||
68628|DJT00168|No Load||
68629|DJT03168|Initial Service Charge||
68629|DJT03368|Deferred Sales Charge (Back End Load)||
68629|DJT03568|Low Service Charge||
68630|DJT03968|No Load||
68631|DJT00160|No Load||
68632|DJT03160|Initial Service Charge||
68632|DJT03360|Deferred Sales Charge (Back End Load)||
68632|DJT03560|Low Service Charge||
68633|DJT03960|No Load||
68634|DJT01460|No Load||
68635|DJT04160|Initial Service Charge||
68635|DJT04360|Deferred Sales Charge (Back End Load)||
68635|DJT04560|Low Service Charge||
68636|DJT04960|No Load||
68637|NBC2838|No Load||
68640|INA34192|Chargeback||
68640|INA34194|Chargeback||
68640|INA34196|Front End Load||
68640|INA34197|Deferred Sales Charge (Back End Load)||
68641|INA44192|Chargeback||
68641|INA44194|Chargeback||
68641|INA44196|Front End Load||
68641|INA44197|Deferred Sales Charge (Back End Load)||
68642|INA44190|Deferred Sales Charge (Back End Load)||
68642|INA44191|Chargeback||
68642|INA44193|Chargeback||
68642|INA44195|Front End Load||
68643|INA14190|Deferred Sales Charge (Back End Load)||
68643|INA14191|Chargeback||
68643|INA14193|Chargeback||
68643|INA14195|Front End Load||
68650|AIM9967|No Load||
68651|GOC11111|Front End Load||
68651|GOC11112|Low Service Charge||
68652|GOC11113|No Load||
68655|PFC611|Low Service Charge||
68655|PFC612|Front End Load||
68658|PFC603|No Load||
68659|PFC614|Low Service Charge||
68659|PFC615|Front End Load||
68660|PFC616|No Load||
68661|AIM34201|Deferred Sales Charge (Back End Load)||
68661|AIM34203|Front End Load||
68661|AIM34205|Low Service Charge||
68661|AIM34209|Low Service Charge||
68662|AIM40707|No Load||
68663|PFC605|Low Service Charge||
68663|PFC607|Front End Load||
68664|AIM40761|Deferred Sales Charge (Back End Load)||
68664|AIM40763|Front End Load||
68664|AIM40765|Low Service Charge||
68664|AIM40769|Low Service Charge||
68666|AIM41707|No Load||
68667|AIM41761|Deferred Sales Charge (Back End Load)||
68667|AIM41763|Front End Load||
68667|AIM41765|Low Service Charge||
68667|AIM41769|Low Service Charge||
68669|AIM34301|Deferred Sales Charge (Back End Load)||
68669|AIM34303|Front End Load||
68669|AIM34305|Low Service Charge||
68669|AIM34309|Deferred Sales Charge (Back End Load)||
68670|AIM42707|No Load||
68671|AIM42761|Deferred Sales Charge (Back End Load)||
68671|AIM42763|Front End Load||
68671|AIM42765|Low Service Charge||
68671|AIM42769|Low Service Charge||
68685|PFC606|No Load||
68689|PFC4611|Low Service Charge||
68689|PFC4612|Front End Load||
68690|PFC4613|No Load||
68697|NBC331|No Load||
68698|NBC425|Initial Service Charge||
68699|NBC725|No Load||
68702|JHN1781|No Load||
68704|JHN1919|No Load||
68705|NBC1697|Deferred Sales Charge (Back End Load)||
68706|NBC2758|Deferred Sales Charge (Back End Load)||
68707|NBC2759|Deferred Sales Charge (Back End Load)||
68708|NBC2760|Deferred Sales Charge (Back End Load)||
68710|JHN1920|Deferred Sales Charge (Back End Load)||
68715|CVT2011|No Load||
68716|CVT2021|No Load||
68718|CVT2041|No Load||
68735|DAM611|No Load||
68737|NBC525|Deferred Sales Charge (Back End Load)||
68739|NBC625|Low Service Charge||
68748|NBC1797|Deferred Sales Charge (Back End Load)||
68749|MAW160|No Load||
68750|MAW260|No Load||
68755|LWF039|No Load||
68756|LWF040|No Load||
68758|FRC165|Low Service Charge||
68758|FRC365|Front End Load||
68759|FRC899|Front End Load||
68760|FRC895|No Load||
68761|FRC1052|Low Service Charge||
68761|FRC1054|Front End Load||
68763|FRC1056|No Load||
68766|MMF3404|No Load||
68767|MMF3704|No Load||
68768|MMF3804|Front End Load||
68769|MMF3904|No Load||
68770|MMF3205|No Load||
68774|JHN1921|Deferred Sales Charge (Back End Load)||
68775|JHN1922|No Load||
68776|NBC2761|Deferred Sales Charge (Back End Load)||
68778|RBF962|No Load||
68779|RBF961|No Load||
68780|RBF5912|No Load||
68785|RBF1607|No Load||
68787|RBF5664|No Load||
68788|RBF5657|No Load||
68789|RBF5658|No Load||
68790|RBF5659|No Load||
68791|RBF5661|No Load||
68792|RBF5725|No Load||
68793|RBF5726|No Load||
68794|RBF5727|No Load||
68795|RBF5728|No Load||
68796|RBF5731|No Load||
68797|RBF5732|No Load||
68798|RBF5733|No Load||
68800|RBF5737|No Load||
68801|RBF5911|No Load||
68802|RBF5736|No Load||
68805|RBF436|No Load||
68807|RBF1636|No Load||
68808|RBF5636|No Load||
68809|RBF1236|No Load||
68810|RBF426|No Load||
68812|RBF1426|No Load||
68813|RBF907|No Load||
68814|RBF088|No Load||
68815|RBF428|No Load||
68817|RBF1428|No Load||
68818|RBF908|No Load||
68819|RBF10428|No Load||
68820|RBF438|No Load||
68824|JHN8462|Deferred Sales Charge (Back End Load)||
68825|JHN8463|Front End Load||
68826|RBF1438|No Load||
68827|RBF938|No Load||
68828|JHN8464|Deferred Sales Charge (Back End Load)||
68829|RBF10438|No Load||
68830|JHN8465|No Load||
68831|JHN8466|Deferred Sales Charge (Back End Load)||
68832|JHN8467|No Load||
68836|SSQA0164|Deferred Sales Charge (Back End Load)||
68836|SSQA1164|No Load||
68836|SSQA2164|Front End Load||
68836|SSQA3164|Chargeback||
68847|BMO88202|No Load||
68848|BMO20204|No Load||
68849|BMO83203|No Load||
68850|MMF3708|Low Service Charge||
68851|MMF3207|Low Service Charge||
68853|MMF3300|Front End Load||
68856|NBC2254|Deferred Sales Charge (Back End Load)||
68857|QWE424|No Load||
68858|QWE524|No Load||
68861|JHN80775|Deferred Sales Charge (Back End Load)||
68874|JHN8356|No Load||
68888|NBC3073|Deferred Sales Charge (Back End Load)||
68889|NBC1714|Deferred Sales Charge (Back End Load)||
68898|DYN1302|No Load||
68904|JHN1923|Deferred Sales Charge (Back End Load)||
68906|JHN1925|No Load||
68907|NPP566|Front End Load||
68908|NPP567|No Load||
68931|MFC5033|Front End Load||
68931|MFC5034|Deferred Sales Charge (Back End Load)||
68931|MFC5035|Low Service Charge||
68932|MRD158|Front End Load||
68932|MRD258|Deferred Sales Charge (Back End Load)||
68932|MRD358|Low Service Charge||
68933|MFC5036|Front End Load||
68934|MFC5037|No Load||
68935|MFC5038|No Load||
68936|MFC5039|No Load||
68937|MFC5040|No Load||
68938|MFC5137|Front End Load||
68939|MFC6608|Front End Load||
68940|MFC6609|Front End Load||
68943|MFC6657|Front End Load||
68944|MFC6658|Front End Load||
68945|MFC5041|Front End Load||
68945|MFC5042|Deferred Sales Charge (Back End Load)||
68945|MFC5043|Low Service Charge||
68946|MFC5092|Front End Load||
68946|MFC5093|Deferred Sales Charge (Back End Load)||
68946|MFC5094|Low Service Charge||
68947|MRD163|Front End Load||
68947|MRD263|Deferred Sales Charge (Back End Load)||
68947|MRD363|Low Service Charge||
68948|MFC5095|Front End Load||
68949|MFC5096|No Load||
68950|MFC5097|No Load||
68951|MFC5098|No Load||
68952|MFC5099|No Load||
68953|MFC5100|Front End Load||
68954|MFC6636|Front End Load||
68956|MFC6637|Front End Load||
68960|MFC6638|Front End Load||
68962|MFC6639|Front End Load||
68963|MFC5101|Front End Load||
68963|MFC5102|Deferred Sales Charge (Back End Load)||
68963|MFC5103|Low Service Charge||
68965|MFC5068|Front End Load||
68965|MFC5069|Deferred Sales Charge (Back End Load)||
68965|MFC5070|Low Service Charge||
68967|NBC3074|Deferred Sales Charge (Back End Load)||
68968|MRD161|Front End Load||
68968|MRD261|Deferred Sales Charge (Back End Load)||
68968|MRD361|Low Service Charge||
68969|MFC5071|Front End Load||
68970|MFC5072|No Load||
68971|MFC5073|No Load||
68972|MFC5074|No Load||
68973|MFC5075|No Load||
68974|MFC5076|Front End Load||
68975|MFC6624|Front End Load||
68976|MFC6625|Front End Load||
68979|MFC6626|Front End Load||
68980|MFC6627|Front End Load||
68981|MFC5077|Front End Load||
68981|MFC5078|Deferred Sales Charge (Back End Load)||
68981|MFC5079|Low Service Charge||
68982|MFC5056|Front End Load||
68982|MFC5057|Deferred Sales Charge (Back End Load)||
68982|MFC5058|Low Service Charge||
68983|MRD160|Front End Load||
68983|MRD260|Deferred Sales Charge (Back End Load)||
68983|MRD360|Low Service Charge||
68984|MFC5059|Front End Load||
68985|MFC5060|No Load||
68987|MFC5061|No Load||
68989|MFC5062|No Load||
69004|TDB3296|No Load||
69005|TDB3301|No Load||
69006|TDB3297|Initial Service Charge||
69006|TDB3298|Deferred Sales Charge (Back End Load)||
69006|TDB3299|Low Service Charge||
69006|TDB3300|Low Service Charge||
69008|TDB3139|No Load||
69009|TDB3173|No Load||
69010|TDB3174|No Load||
69012|TDB3286|No Load||
69013|TDB3291|No Load||
69014|TDB3287|Initial Service Charge||
69014|TDB3288|Deferred Sales Charge (Back End Load)||
69014|TDB3289|Low Service Charge||
69014|TDB3290|Low Service Charge||
69018|MFC5063|No Load||
69021|MFC5064|Front End Load||
69022|MFC6618|Front End Load||
69023|MFC6619|Front End Load||
69026|MFC6620|Front End Load||
69028|MFC6621|Front End Load||
69029|MFC5065|Front End Load||
69029|MFC5066|Deferred Sales Charge (Back End Load)||
69029|MFC5067|Low Service Charge||
69030|MFC5080|Front End Load||
69030|MFC5081|Deferred Sales Charge (Back End Load)||
69030|MFC5082|Low Service Charge||
69031|MRD162|Front End Load||
69031|MRD262|Deferred Sales Charge (Back End Load)||
69031|MRD362|Low Service Charge||
69032|MFC5083|Front End Load||
69033|MFC5084|No Load||
69034|MFC5085|No Load||
69035|MFC5086|No Load||
69036|MFC5087|No Load||
69037|MFC5088|Front End Load||
69038|MFC6630|Front End Load||
69039|MFC6631|Front End Load||
69042|MFC6632|Front End Load||
69043|MFC6633|Front End Load||
69044|MFC5089|Front End Load||
69044|MFC5090|Deferred Sales Charge (Back End Load)||
69044|MFC5091|Low Service Charge||
69045|MFC5044|Front End Load||
69045|MFC5045|Deferred Sales Charge (Back End Load)||
69045|MFC5046|Low Service Charge||
69046|MRD159|Front End Load||
69046|MRD259|Deferred Sales Charge (Back End Load)||
69046|MRD359|Low Service Charge||
69047|MFC5047|Front End Load||
69048|MFC5048|No Load||
69049|MFC5049|No Load||
69050|MFC5050|No Load||
69051|MFC5051|No Load||
69052|MFC5052|Front End Load||
69053|MFC6612|Front End Load||
69054|MFC6613|Front End Load||
69057|MFC6614|Front End Load||
69058|MFC6615|Front End Load||
69059|MFC5053|Front End Load||
69059|MFC5054|Deferred Sales Charge (Back End Load)||
69059|MFC5055|Low Service Charge||
69060|NBC2255|Deferred Sales Charge (Back End Load)||
69061|NBC8546|Deferred Sales Charge (Back End Load)||
69062|NBC8746|No Load||
69063|NBC7546|Deferred Sales Charge (Back End Load)||
69064|NBC7746|No Load||
69065|NBC7540|Deferred Sales Charge (Back End Load)||
69066|NBC7740|No Load||
69067|NBC8540|Deferred Sales Charge (Back End Load)||
69068|NBC8740|No Load||
69069|BLA1301|No Load||
69069|BLA1302|No Load||
69069|BLA1311|Front End Load||
69069|BLA1321|Deferred Sales Charge (Back End Load)||
69069|BLA79311|Front End Load||
69070|BLA2301|No Load||
69070|BLA2302|No Load||
69070|BLA2311|Front End Load||
69070|BLA2321|Deferred Sales Charge (Back End Load)||
69071|BLA1201|No Load||
69071|BLA1202|No Load||
69071|BLA1211|Front End Load||
69071|BLA1221|Deferred Sales Charge (Back End Load)||
69071|BLA79211|Front End Load||
69072|BLA2201|No Load||
69072|BLA2202|Low Service Charge||
69072|BLA2211|Front End Load||
69072|BLA2221|Deferred Sales Charge (Back End Load)||
69073|BLA1501|No Load||
69073|BLA1502|Low Service Charge||
69073|BLA1511|Front End Load||
69073|BLA1521|Deferred Sales Charge (Back End Load)||
69073|BLA79011|Front End Load||
69074|BLA2501|No Load||
69074|BLA2502|No Load||
69074|BLA2511|Front End Load||
69074|BLA2521|Deferred Sales Charge (Back End Load)||
69075|BLA1001|No Load||
69075|BLA1002|No Load||
69075|BLA1011|Front End Load||
69075|BLA1021|Deferred Sales Charge (Back End Load)||
69076|BLA2001|No Load||
69076|BLA2002|No Load||
69076|BLA2011|Front End Load||
69076|BLA2021|Deferred Sales Charge (Back End Load)||
69077|BLA1401|No Load||
69077|BLA1402|No Load||
69077|BLA1411|Front End Load||
69077|BLA1421|Deferred Sales Charge (Back End Load)||
69078|BLA2401|No Load||
69078|BLA2402|No Load||
69078|BLA2411|Front End Load||
69078|BLA2421|Deferred Sales Charge (Back End Load)||
69079|BLA1101|No Load||
69079|BLA1102|No Load||
69079|BLA1111|Front End Load||
69079|BLA1121|Deferred Sales Charge (Back End Load)||
69080|BLA2101|No Load||
69080|BLA2102|No Load||
69080|BLA2111|Front End Load||
69080|BLA2121|Deferred Sales Charge (Back End Load)||
69081|BLA1701|No Load||
69081|BLA1702|No Load||
69081|BLA1711|Front End Load||
69081|BLA1721|Deferred Sales Charge (Back End Load)||
69082|BLA2701|No Load||
69082|BLA2702|No Load||
69082|BLA2711|Front End Load||
69082|BLA2721|Deferred Sales Charge (Back End Load)||
69083|BLA1601|No Load||
69083|BLA1602|No Load||
69083|BLA1611|Front End Load||
69083|BLA1621|Deferred Sales Charge (Back End Load)||
69084|BLA2601|No Load||
69084|BLA2602|No Load||
69084|BLA2611|Front End Load||
69084|BLA2621|Deferred Sales Charge (Back End Load)||
69086|SPA901|No Load||
69094|NPP309|Front End Load||
69095|NPP311|No Load||
69096|JHN4002|Deferred Sales Charge (Back End Load)||
69097|JHN4003|No Load||
69098|NBC3075|Deferred Sales Charge (Back End Load)||
69101|NBC1798|Deferred Sales Charge (Back End Load)||
69103|PTL720|Front End Load||
69104|PTL725|No Load||
69125|NBC3076|Deferred Sales Charge (Back End Load)||
69130|SWM6200|No Load||
69131|SWM6410|No Load||
69137|SWM6210|No Load||
69139|SWM6300|No Load||
69140|SWM6400|No Load||
69141|SWM6500|No Load||
69143|SWM6700|No Load||
69144|SWM6900|No Load||
69146|NBC4404|No Load||
69147|NBC4402|No Load||
69148|NBC4403|No Load||
69156|CIG5510|No Load||
69161|TDB3172|No Load||
69166|MAX6410|No Load||
69167|MAX6273|No Load||
69168|MAX6412|No Load||
69169|MAX6372|No Load||
69170|MAX6274|No Load||
69171|MAX6408|No Load||
69172|MAX6272|No Load||
69179|MAX6270|No Load||
69182|MAX6252|No Load||
69183|MAX6253|No Load||
69192|MAX6219|No Load||
69193|MAX6433|No Load||
69194|MAX6292|No Load||
69195|MAX6537|No Load||
69196|MAX6261|No Load||
69197|MAX6278|No Load||
69201|MAX6250|No Load||
69203|MAX6228|No Load||
69204|MAX6429|No Load||
69207|MAX6441|No Load||
69208|MAX6241|No Load||
69210|MAX6203|No Load||
69214|MAX6438|No Load||
69215|MAX6450|No Load||
69216|MAX6238|No Load||
69217|MAX6235|No Load||
69218|MAX6442|No Load||
69219|MAX6242|No Load||
69220|MAX6239|No Load||
69221|MAX6431|No Load||
69222|MAX6205|No Load||
69223|MAX6202|No Load||
69225|MAX6425|No Load||
69226|MAX6204|No Load||
